site_brom.id,site,trt.name,mu.scalar,k.scalar,intended.mu,intended.k,temporal.block,maxvol,leaf.number,mean.diam,catchment.area,turbidity.initial,oxygen.percent.initial,oxygen.conc.initial,ph.initial,chlorophyll.initial,bacteria.per.ml..initial,amoeba.per.ml.initial,algae.per.ml.initial,ciliates.per.ml.initial,flagellates.per.ml.initial,rotifers.per.ml.initial,leafpack1.species1.mass.initial,leafpack2.species1.mass.initial,leafpack1.species2.mass.initial,leafpack2.species2.mass.initial,co2.final,methane.final,turbidity.final,oxygen.percent.final,oxygen.conc.final,ph.final,chlorophyll.final,bacteria.per.ml.final,amoeba.per.ml.final,algae.per.ml.final,ciliates.per.ml.final,flagellates.per.ml.final,rotifers.per.ml.final,leafpack1.species1.mass.final,leafpack2.species1.mass.final,leafpack1.species2.mass.final,leafpack2.species2.mass.final,water.volume.final,fpom.final,n15.bromeliad.final,final.bromeliad.percentn,final.bromeliad.percentc,species1,species2,decomp,sample_size_species,engulfer_bio,filter.feeder_bio,gatherer_bio,func_NA_bio,piercer_bio,scraper_bio,shredder_bio,engulfer_abd,filter.feeder_abd,gatherer_abd,func_NA_abd,piercer_abd,scraper_abd,shredder_abd,meso_pred_bio,trophic_NA_bio,prey_bio,top_pred_bio,meso_pred_ab,trophic_NA_abd,prey_abd,top_pred_ab,Coleoptera_bio,Diptera_bio,Ephemeroptera_bio,Haplotaxida_bio,ord_NA_bio,Odonata_bio,Podocopida_bio,Trichoptera_bio,Aeolosomatidae_bio,Anisopodidae_bio,Calamoceratidae_bio,Candonidae_bio,Cecidomyiidae_bio,Ceratopogonidae_bio,Chironomidae_bio,Coenagrionidae_bio,Corethrellidae_bio,Culicidae_bio,Curculionidae_bio,Dolichopodidae_bio,Dytiscidae_bio,Elateridae_bio,Elmidae_bio,Empididae_bio,Enchytraeoidae_bio,Ephydridae_bio,Hydrophilidae_bio,Lampyridae_bio,Limnocytheridae_bio,Limoniidae_bio,Muscidae_bio,family_NA_bio,Naididae_bio,Periscelididae_bio,Phoridae_bio,Pseudostigmatidae_bio,Psychodidae_bio,Ptilodactylidae_bio,Scatopsidae_bio,Sciaridae_bio,Scirtidae_bio,Sphaeroceridae_bio,Stratiomyidae_bio,Syrphidae_bio,Tabanidae_bio,Tipulidae_bio,Anophelinae_bio,Calamoceratinae_bio,Candoninae_bio,Ceratopogoninae_bio,Chioneinae_bio,Chironominae_bio,Copelatinae_bio,Copelatus_bio,Corethrellinae_bio,Culicinae_bio,Dasyheleniae_bio,Eristalinae_bio,Forcipomyiinae_bio,Limoniinae_bio,subfamily_NA_bio,Naidinae_bio,Orthocladiinae_bio,Pristininae_bio,Psychodinae_bio,Sphaeridiinae_bio,Tabaninae_bio,Tanypodinae_bio,Timiriaseviinae_bio,Tipulinae_bio,odonata_bio,odonata_ab,cv_max_temp,cv_mean_temp,cv_min_temp,max_temp,mean_temp,min_temp,sd_max_temp,sd_mean_temp,sd_min_temp,mean.depth,max.depth,min.depth,amplitude,net_fluc,tot_fluc,sd.depth,cv.depth,wetness,prop.overflow.days,prop.driedout.days,long_dry,long_wet,n_driedout,n_overflow,last_dry,last_wet,total_pred_bio,total_pred_ab
frenchguiana_81,frenchguiana,mu2k1,2,1,16.32,0.31,c,200,15,71,966,NA,NA,NA,NA,NA,20566509.61,NA,NA,NA,NA,NA,694,NA,505,NA,34.93102527,0.029590435,NA,64.65,NA,4.38,358,1751288.777,NA,NA,0,0,2,670.6,NA,488.5,NA,82.5,207.9,1.984075267,0.800763711,44.89335985,0.033717579,0.032673267,0.033195423,2,0.063,0.5989,0.15,0,0.0016,12.2118,7.1625,2,13,5,0,2,92,9,0.0646,0,20.1232,0,4,0,119,0,9.2202,7.826,0,0.15,0,0,2.9916,0,0,0,0,0,0.0016,0,0,0,0.063,0.5989,0,0,0,0,0,0,0,0,0,0,2.9916,7.1625,0,0,0.15,0,0,0,0,0,0,0,9.2202,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0.5989,0,0,0,7.1625,9.2218,0.15,0,0,0,0,0,0,2.9916,0,NA,NA,2.805038497,1.985649518,3.872817739,26.57575758,24.15782828,22.13636364,0.745460231,0.479689801,0.857301018,57.05833333,82.5,25,57.5,23,440,12.00158333,21.84272517,0.699147727,0.175,0,0,2,0,10.5,65,1,0.0646,4
frenchguiana_49,frenchguiana,mu2.5k1,2.5,1,20.4,0.31,c,310,11,63,1027,NA,NA,NA,NA,NA,15848269.58,NA,NA,NA,NA,NA,480,NA,322,NA,26.78967196,0.038122648,NA,60.15,NA,4.395,456.4,2208064.313,NA,NA,0,0,1,454,NA,312,NA,161,489.44,1.510794882,0.638295457,45.95758859,0.054166667,0.031055901,0.042611284,2,0.0315,0.8103,0,0,0.2555,13.347,1.1375,1,14,0,0,5,110,2,0.287,0,15.2948,0,6,0,126,0,10.593,2.2348,0,0,0,0,2.754,0,0,0,0,0,0,0.2555,0,0,0.0315,0.8103,0,0,0,0,0,0,0,0,0,0,2.754,1.1375,0,0,0,0,0,0,0,0,0,0,10.593,0,0,0,0,0,0,0,0,0.2555,0,0,0,0,0.0315,0.8103,0,0,0,1.1375,10.593,0,0,0,0,0,0,0,2.754,0,NA,NA,2.697980098,1.940500738,3.686434131,26.25757576,24.13699495,22.3030303,0.708424168,0.468378565,0.822186521,71.69166667,94.5,44.5,50,-1.5,402.5,15.09195715,20.3478151,0.756502685,0.241666667,0,0,6,0,14.5,65,1,0.287,6
frenchguiana_50,frenchguiana,mu3k1,3,1,24.48,0.31,a,286,10,54,1116,NA,NA,NA,NA,NA,16158542.81,NA,NA,NA,NA,NA,784,NA,478,NA,36.37051444,0.01775992,NA,52.1,NA,5.09,183.35,1476465.322,NA,NA,0,0,0,735.9,NA,453.6,NA,147,148.47,1.294666842,0.638725608,45.88488065,0.061352041,0.051046025,0.056199033,2,0.4145,0.2438,0.1,0,0.1533,19.0566,1.6175,4,5,4,0,3,98,5,0.2478,0,21.0179,0.32,6,0,112,1,17.357,2.1091,0,0.1,0,0,2.0196,0,0,0,0,0,0,0.1533,0,0,0.0945,0.2438,0,0,0.32,0,0,0,0,0,0,0,2.0196,1.6175,0,0,0.1,0,0,0,0,0,0,0,17.037,0,0,0,0,0,0,0,0,0.1533,0,0,0,0.32,0.0945,0.2438,0,0,0,1.6175,17.037,0.09,0,0.01,0,0,0,0,2.0196,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.85833333,100,45,55,35.5,239.5,15.05256522,19.15847462,0.78754349,0.25,0,0,13.5,0,15,65,1,0.5678,7
frenchguiana_51,frenchguiana,mu0.1k2,0.1,2,0.82,0.61,b,200,13,38,727,NA,NA,NA,NA,NA,18433879.78,NA,NA,NA,NA,NA,776,NA,361,NA,39.64166254,0.03897733,NA,8.8,NA,4.63,NA,15522786.89,NA,NA,0,0,32,719,NA,261.7,NA,1.5,6.3,1.269652023,0.997094065,46.03350602,0.073453608,0.275069252,0.17426143,2,0.063,0,0.03,0,1.3744,4.4613,2.595,2,0,1,0,28,65,6,1.4374,0,7.0863,0,30,0,72,0,2.3877,4.0324,0,0.03,0,0,2.0736,0,0,0,0,0,8.00E-04,1.3736,0,0,0.063,0,0,0,0,0,0,0,0,0,0,0,2.0736,2.595,0,0,0.03,0,0,0,0,0,0,0,2.3877,0,0,0,0,0,0,0,0,1.3736,0,0,0,0,0.063,0,0,0,0,2.595,2.3885,0.03,0,0,0,0,0,0,2.0736,0,NA,NA,2.966545114,1.894096082,3.653804329,26.12121212,23.88131313,22,0.774897542,0.452335016,0.803836952,32.14166667,52.5,0,52.5,-10,492,12.33879053,45.12636799,0.598373538,0.258333333,0.066666667,5,5.5,4,15.5,40,6,1.4374,30
frenchguiana_82,frenchguiana,mu0.2k2,0.2,2,1.63,0.61,a,154,15,71.5,961,NA,NA,NA,NA,NA,13566848.82,NA,NA,NA,NA,NA,856,NA,347,NA,13.58567584,NA,NA,7.3,NA,4.33,980,19423679.42,NA,NA,0,0,0,807.9,NA,329,NA,15,43,2.753531114,1.013908297,46.00097461,0.056191589,0.051873199,0.054032394,2,0.189,0.3375,0.09,0,0.1022,7.0791,3.0575,6,8,3,0,2,96,14,0.2912,0,10.5641,0,8,0,121,0,1.7007,3.6862,0,0.09,0,0,5.3784,0,0,0,0,0,0,0.1022,0,0,0.189,0.3375,0,0,0,0,0,0,0,0,0,0,5.3784,3.0575,0,0,0.09,0,0,0,0,0,0,0,1.7007,0,0,0,0,0,0,0,0,0.1022,0,0,0,0,0.189,0.3375,0,0,0,3.0575,1.7007,0.09,0,0,0,0,0,0,5.3784,0,NA,NA,2.980151013,1.938633449,3.693850744,26.3030303,23.94191919,22.01515152,0.783870024,0.464146054,0.813206838,27.70833333,55.5,2.5,53,-7,480,15.94498762,61.65769747,0.504066363,0.166666667,0.183333333,5,4,11,10,5,23,0.2912,8
frenchguiana_52,frenchguiana,mu0.4k2,0.4,2,3.26,0.61,a,154,11,66,908,NA,NA,NA,NA,NA,13213989.07,NA,NA,NA,NA,NA,560,NA,546,NA,28.43212938,NA,NA,38.15,NA,5.595,417.2,23653770.49,NA,NA,0,0,0,530.5,NA,509.3,NA,62.5,206.25,1.765946041,0.807364549,45.72648778,0.052678571,0.067216117,0.059947344,2,0.0315,0.6564,0.12,0,0.4088,9.6624,0.32,1,11,4,0,8,62,2,0.4403,0,10.7588,0,9,0,79,0,7.4592,1.4167,0,0.12,0,0,2.2032,0,0,0,0,0,0,0.4088,0,0,0.0315,0.6564,0,0,0,0,0,0,0,0,0,0,2.2032,0.32,0,0,0.12,0,0,0,0,0,0,0,7.4592,0,0,0,0,0,0,0,0,0.4088,0,0,0,0,0.0315,0.6564,0,0,0,0.32,7.4592,0.12,0,0,0,0,0,0,2.2032,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.00833333,74,43,31,9,275,7.866224269,12.68637125,0.830823479,0.475,0,0,8.5,0,28.5,65,1,0.4403,9
frenchguiana_53,frenchguiana,mu0.6k2,0.6,2,4.9,0.61,c,312,14,78,1295,NA,NA,NA,NA,NA,29071384.34,NA,NA,NA,NA,NA,570,NA,506,NA,17.74322915,0.003438018,NA,22.35,NA,4.39,327.72,9174353.37,NA,NA,0,0,12,497.3,NA,470.6,NA,99,280.17,-0.050129853,1.319560496,45.70575846,0.12754386,0.069960474,0.098752167,2,0.3465,0.6675,0.73,0,0.1496,7.983,2.115,11,15,25,0,6,65,3,0.4961,0,11.4955,0,17,0,108,0,4.923,3.2786,0,0.73,0,0,3.06,0,0,0,0,0,0.0024,0.1472,0,0,0.3465,0.6675,0,0,0,0,0,0,0,0,0,0,3.06,2.115,0,0,0.73,0,0,0,0,0,0,0,4.923,0,0,0,0,0,0.04,0,0,0.1472,0,0,0,0,0.3465,0.6275,0,0,0,2.115,4.9254,0.72,0,0.01,0,0,0,0,3.06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.60833333,75.5,49,26.5,1,265,5.76899921,9.078344658,0.842584795,0.35,0,0,7.5,0,21,65,1,0.4961,17
frenchguiana_54,frenchguiana,mu0.8k2,0.8,2,6.53,0.61,b,190,13,75.5,999,NA,NA,NA,NA,NA,17655154.83,NA,NA,NA,NA,NA,773,NA,338,NA,23.06898816,0.004087413,NA,59.8,NA,5.21,755.71,4599344.262,NA,NA,0,0,2,728.3,NA,314.7,NA,60,177,1.752938335,0.830069199,45.7964944,0.057826649,0.068934911,0.06338078,2,0.0675,0.3851,0,0,0.4096,11.3088,4.39,1,10,0,0,9,186,7,0.4096,0,16.0839,0.0675,9,0,203,1,0.9552,5.1847,0,0,0,0.0675,10.3536,0,0,0,0,0,8.00E-04,0.4088,0,0.0675,0,0.3851,0,0,0,0,0,0,0,0,0,0,10.3536,4.39,0,0,0,0,0,0,0,0,0,0,0.9552,0,0,0,0,0,0,0,0,0.4088,0,0,0,0,0,0.3851,0,0,0,4.39,1.0235,0,0,0,0,0,0,0,10.3536,0,0.0675,1,2.889539454,2.026419578,3.853105004,26.12121212,23.83459596,21.89393939,0.75478273,0.482988919,0.843596474,53.63333333,70,38,32,4,308,6.723102233,12.73323436,0.76566585,0.166666667,0,0,2.5,0,10,65,1,0.4771,10
frenchguiana_85,frenchguiana,mu1k2,1,2,8.16,0.61,b,208,15,57.5,894,NA,NA,NA,NA,NA,15200346.08,NA,NA,NA,NA,NA,732,NA,400,NA,18.338759,NA,NA,18.6,NA,5.045,644.58,4262496.847,NA,NA,0,0,14,687.4,NA,374.3,NA,37,200.54,5.154953784,0.621128428,46.00087149,0.060928962,0.06425,0.062589481,2,0.135,0.1131,0.09,3.00E-04,0.4485,1.6833,1.2975,2,3,3,1,10,28,3,0.4485,0,3.1839,0.1353,10,0,37,3,0.0597,1.8591,0,0.09,3.00E-04,0.135,1.6236,0,0,0,0,0,8.00E-04,0.4477,0,0.135,0,0.1131,0,0,0,0,0,0,0,0,0,0,1.6236,1.2975,0,3.00E-04,0.09,0,0,0,0,0,0,0,0.0597,0,0,0,0,0,0,0,0,0.4477,0,0,0,0,0,0.1131,0,0,0,1.2975,0.1958,0.09,0,0,0,0,0,0,1.6236,0,0.135,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.625,69,24.5,44.5,-9.5,463.5,9.348072066,18.1251218,0.746674409,0.2,0,0,3,0,12,65,4,0.5838,13
frenchguiana_57,frenchguiana,mu1.5k2,1.5,2,12.24,0.61,b,188,16,84,1299,NA,NA,NA,NA,NA,16873387.98,NA,NA,NA,NA,NA,606,NA,372,NA,24.96973318,NA,NA,47.25,NA,5.61,294,4869692.623,NA,NA,0,0,6,573.5,NA,353,NA,56,155.68,2.814567274,1.01410871,46.00527407,0.053630363,0.051075269,0.052352816,2,0.063,0.0628,0,0,0.0567,22.3299,1.4575,2,4,0,0,8,139,4,0.1197,0,23.8502,0,10,0,147,0,19.6335,1.64,0,0,0,0,2.6964,0,0,0,0,0,0.0056,0.0511,0,0,0.063,0.0628,0,0,0,0,0,0,0,0,0,0,2.6964,1.4575,0,0,0,0,0,0,0,0,0,0,19.6335,0,0,0,0,0,0,0,0,0.0511,0,0,0,0,0.063,0.0628,0,0,0,1.4575,19.6391,0,0,0,0,0,0,0,2.6964,0,NA,NA,3.507944047,2.080480775,3.894364792,26.54545455,23.73484848,21.59090909,0.931199692,0.49379896,0.840828762,36.9,72,9.5,62.5,-16,318,14.28532162,41.15301849,0.511241881,0.083333333,0.016666667,2,4.5,1,5,40,9,0.1197,10
frenchguiana_72,frenchguiana,mu2k2,2,2,16.32,0.61,a,219,13,92.5,1212,NA,NA,NA,NA,NA,11948561.02,NA,NA,NA,NA,NA,513,NA,487,NA,35.14158636,0.012215699,NA,51.85,NA,5.1,466.66,5633588.342,NA,NA,0,0,6,481.5,NA,450.9,NA,90,162,4.598624199,1.328520589,46.36452022,0.061403509,0.07412731,0.067765409,2,0.0315,0.1294,0.33,0,0.3593,17.3547,5.8475,1,2,11,0,9,106,11,0.3908,0,23.6616,0,10,0,130,0,16.6203,6.3677,0,0.33,0,0,0.7344,0,0,0,0,0,0.0016,0.3577,0,0,0.0315,0.1294,0,0,0,0,0,0,0,0,0,0,0.7344,5.8475,0,0,0.33,0,0,0,0,0,0,0,16.6203,0,0,0,0,0,0,0,0,0.3577,0,0,0,0,0.0315,0.1294,0,0,0,5.8475,16.6219,0.33,0,0,0,0,0,0,0.7344,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.10833333,67.5,28.5,39,-12,382,8.086578321,17.67276538,0.679786532,0.125,0,0,2.5,0,7.5,65,3,0.3908,10
frenchguiana_76,frenchguiana,mu2.5k2,2.5,2,20.4,0.61,b,168,15,67,938,NA,NA,NA,NA,NA,20377650.27,NA,NA,NA,NA,NA,614,NA,302,NA,16.46580704,NA,NA,49.7,NA,5.18,322,5286812.386,NA,NA,0,0,4,557.8,NA,276,NA,10.5,24.15,1.816976273,0.882412763,45.2012987,0.091530945,0.086092715,0.08881183,2,0.0315,0.0987,0.15,3.00E-04,0.5621,3.0732,2.435,1,2,5,1,11,46,5,0.5936,0,5.7569,3.00E-04,12,0,58,1,0.6864,3.1273,0,0.15,3.00E-04,0,2.3868,0,0,0,0,0,0,0.5621,0,0,0.0315,0.0987,0,0,0,0,0,0,0,0,0,0,2.3868,2.435,0,3.00E-04,0.15,0,0,0,0,0,0,0,0.6864,0,0,0,0,0,0,0,0,0.5621,0,0,0,0,0.0315,0.0987,0,0,0,2.435,0.6867,0.15,0,0,0,0,0,0,2.3868,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.56666667,54,6,48,-16,276,11.27006854,39.37888708,0.528747856,0.075,0.016666667,2,3,1,4.5,29,2,0.5939,13
frenchguiana_88,frenchguiana,mu3k2,3,2,24.48,0.61,c,166,14,75.5,757,NA,NA,NA,NA,NA,19903114.75,NA,NA,NA,NA,NA,680,NA,513,NA,12.51078355,0.003650919,NA,45.8,NA,4.555,1500,9101394.704,NA,NA,0,0,4,653.1,NA,491.2,NA,45,224.1,3.781139898,0.66003315,45.59438272,0.039558824,0.042495127,0.041026975,2,0.063,0.0157,0.15,0,0.2944,11.6442,4.71,2,1,5,0,6,154,9,0.3574,0,16.5199,0,8,0,169,0,4.1778,5.0831,0,0.15,0,0,7.4664,0,0,0,0,0,0,0.2944,0,0,0.063,0.0157,0,0,0,0,0,0,0,0,0,0,7.4664,4.71,0,0,0.15,0,0,0,0,0,0,0,4.1778,0,0,0,0,0,0,0,0,0.2944,0,0,0,0,0.063,0.0157,0,0,0,4.71,4.1778,0.15,0,0,0,0,0,0,7.4664,0,NA,NA,3.021340321,1.91638551,3.528864476,26.59090909,24.21085859,22.31818182,0.803401858,0.463973386,0.78757839,48.11666667,72.5,15.5,57,19.5,386.5,15.5226993,36.31001318,0.666936302,0.283333333,0.008333333,0,6.5,0.5,17,41,1,0.3574,8
macae_B24,macae,mu0.1k0.5,0.1,0.5,0.3,0.05,a,1000,17,42.5,1555.457,8.91,26.35,2.125,6.39,42.624,77890.72695,NA,NA,NA,NA,NA,170,200,NA,NA,25.37504221,1.111588011,15.7,14.2,1.2,6.41,16.9312,5680351.874,NA,NA,NA,NA,NA,110,100,NA,NA,300,560,27.73146868,0.397251602,NA,0.426470588,NA,0.426470588,1,0.83333641,0.929146814,7.012325921,1.509326797,35.29865992,3.535477659,0.509662555,28,20,231,23,3,46,2,0.78475323,1.353245777,11.98661295,35.50332412,43,7,299,4,1.872867658,40.37302723,0,5.4314,0,0.230703804,1.71993739,0,0,0,0,0,0,1.276215629,0.906611121,0.230703804,0.424486124,1.864234972,0,0.069591351,0,0,0,0.083366993,0,0,0.057327389,0,1.71993739,0,0.093156903,0,5.4314,0,0,0,0,0,0,0,1.815540269,0,0,0,35.14570158,0.509662555,0,0,0,0,0,0.683245794,0,0,0.424486124,0.929146814,0,0,0.863386213,0,39.35829662,5.4314,0.034293914,0,0,0,0,0.18374321,1.71993739,0,0.230703804,1,8.563521904,7.50925023,12.83004062,28.12878788,23.39856151,20.31060606,2.408814911,1.757056534,2.605859007,11.52936508,52.95,0,52.95,0.75,321.55,14.50640427,178.6546641,0.181298374,0.047619048,0.634920635,29,2,40,3,4,36,36.28807735,47
macae_B32,macae,mu0.2k0.5,0.2,0.5,0.6,0.05,a,850,15,42.5,848.012,6.03,22.7,1.795,6.38,2.146,32454.46956,NA,NA,NA,NA,NA,160,190,NA,NA,73.70002554,0.079568619,34.8,9,0.72,6.54,22.55724138,14438981.79,NA,NA,NA,NA,NA,70,90,NA,NA,320,510,76.12641218,0.360729333,NA,0.544407895,NA,0.544407895,1,0.996899054,0.793881789,5.331563303,0.241254886,0,6.339770226,2.909234634,48,16,167,9,0,36,25,1.201019205,0,15.37444995,0.037134735,56,0,244,1,5.605942249,5.936298931,0,4.2994,0,0,0.770962712,0,0,0,0,0,0,0.678737126,0.63916494,0,0.905145763,0.793881789,0,0,0.037134735,0,0,0.010134679,0,0,0,0,0.770962712,0,0,0,4.2994,0,0,0,0,0,0,0,5.568807514,0,0,0,0,2.909234634,0,0,0,0,0,0.338106639,0,0,0.740752804,0.793881789,0,0,0.678737126,0,8.689704521,4.2994,0.015319538,0,0,0,0,0.285738763,0.770962712,0,NA,NA,7.474667889,6.850335962,10.77540493,27.59848485,23.55965909,20.68181818,2.062895085,1.613915799,2.228549655,57.02063492,107.1,7.35,99.75,-34.95,569.75,24.87038873,43.6746484,0.539892467,0.063492063,0.023809524,2,3,1.5,4,5,24,1.23815394,57
macae_B34,macae,mu0.4k0.5,0.4,0.5,1.2,0.05,b,1000,20,42,1247,7,28,2.035,5.98,15.392,395944.5286,NA,NA,NA,NA,NA,170,190,NA,NA,31.25467973,0.087627311,49.2,15.7,1.33,6.21,18.944,10423157.61,NA,NA,NA,NA,NA,50,80,NA,NA,490,590,103.1684761,0.495072277,NA,0.642414861,NA,0.642414861,1,1.679219125,1.683332162,5.959235102,1.533198836,0.003508696,5.008015449,2.979131269,86,62,279,39,1,61,14,2.150218124,0.92174276,15.62971398,0.143965773,109,11,416,6,2.30840169,11.86175942,0,1.8319,0,0.143965773,2.699613759,0,0,0,0,0,0,2.038484963,3.259721172,0.143965773,1.225983847,2.25123982,0,0,0,0,0,0.015939299,0,0,0,0,2.699613759,0,0.0575323,0,1.8319,0,0,0,0.033486689,0,0,0,2.30840169,0,0,0.000240058,0,2.979131269,0,0,0,0,0,2.310492371,0,0,0.91589074,1.683332162,0,0,1.774803921,0,6.71524731,1.8319,0.063597698,0,0,0,0,0.850762678,2.699613759,0,0.143965773,6,7.334390318,7.920698462,11.92974294,26.4469697,23.09278409,20.25757576,1.939723985,1.829109794,2.416676714,77.37460317,114.3,7.4,106.9,-51.6,777.2,23.96688458,30.95445519,0.683430485,0.095238095,0,0,3,0,6,65,26,2.294183897,115
macae_B5,macae,mu0.6k0.5,0.6,0.5,1.8,0.05,c,900,23,36.5,1372.58,10.01,54.05,4.28,6.12,-46.176,77890.72694,NA,NA,NA,NA,NA,160,170,NA,NA,30.34595552,0.088597231,65.2,18.8,1.66,6.25,35.52,10641235.49,NA,NA,NA,NA,NA,80,60,NA,NA,560,510,54.16371218,0.473792657,NA,0.573529412,NA,0.573529412,1,1.436720658,1.366182665,3.653923937,2.016390817,0,3.70461037,6.653143575,73,28,176,26,0,13,21,1.889314277,1.563797198,15.37786055,0,89,10,238,0,3.637253041,13.73156165,0,1.3948,0,0,0.067357329,0,0,0,0,0,0,1.57133151,1.226569362,0,1.378291263,2.820601542,0,0,0,0,0,0.057223253,0,0,0,0,0.067357329,0,0,0,1.3948,0,0,0,0,0,0,0,3.637253041,0,0,0,0,6.677544722,0,0,0,0,0,0.707422541,0,0,1.152930877,1.366182665,0,0,1.57133151,0,12.09583888,1.3948,0.021308455,0,0,0,0,0.453799761,0.067357329,0,NA,NA,7.373609508,8.35974012,11.74855129,26.64393939,23.2577862,20.48484848,1.964620048,1.944290484,2.40667293,64.18095238,113.8,31.95,81.85,-27.15,919.05,17.96793663,28.19858211,0.568191739,0.015873016,0,0,0,0,1,65,34,1.889314277,89
macae_B43,macae,mu0.8k0.5,0.8,0.5,2.41,0.05,c,850,15,45,1531.034,24.2,33.05,2.73,6.27,-33.152,149290.56,NA,NA,NA,NA,NA,200,160,NA,NA,36.13063635,0.051240856,44.5,10.9,0.96,5.61,12.17828571,14570259.35,NA,NA,NA,NA,NA,20,20,NA,NA,400,880,43.53475529,0.417212301,NA,0.8875,NA,0.8875,1,1.874336916,1.219324419,2.099029156,0.857578146,32.56368911,0.780541866,0.070533496,51,21,76,18,1,7,3,1.915711653,0.149125064,4.169428937,33.23076746,58,2,107,10,1.36389927,37.4263129,0,0.5911,0,0.083720941,0,0,0,0,0,0,0,0.243603811,2.579484711,0.083720941,0.749677351,1.219324419,0,0,0,0,0,0,0,0,0.583357404,0,0,0,0,0,0.5911,0,0,0,0,0,0,0,0.780541866,0,0,0,32.56368911,0.070533496,0,0,0,0,0,1.19504404,0,0,0.653392867,1.219324419,0,0,0.152019119,0,34.32725237,0.5911,0.160865997,0,0,0,0,1.166034302,0,0,0.083720941,4,8.158466057,7.548914203,12.34667611,27.83333333,23.46853147,20.33333333,2.270773053,1.771619305,2.510490809,54.7047619,93.05,10.4,82.65,-70.75,662.05,15.92100304,28.97939357,0.587829332,0.055555556,0.015873016,2,0,1,3.5,4,26,35.14647911,68
macae_B33,macae,mu1k0.5,1,0.5,3.01,0.05,b,920,16,42,683.31,74.4,NA,NA,6.24,34.632,136308.7722,NA,NA,NA,NA,NA,140,190,NA,NA,9.160167739,0.066307256,24.8,24.3,2.08,7.1,17.17857143,5889646.561,NA,NA,NA,NA,NA,50,80,NA,NA,550,690,0.136863293,0.452630093,NA,0.610902256,NA,0.610902256,1,1.670707988,3.41581456,10.95030782,1.445014424,0,2.442088282,1.966396399,34,88,340,41,0,26,27,0.864858684,1.101382921,18.77460707,1.149480807,47,27,481,1,1.116190099,10.49436039,0,7.8044,0,1.149480807,1.325898183,0,0,0,0,0,0,0.973176363,3.056283883,1.149480807,0.49363658,4.004867163,0,0,0,0,0,0,0,0,0,0,1.325898183,0,0,0,7.8044,0,0,0,0,0,0,0,1.116190099,0,0,0,0,1.966396399,0,0,0,0,0,2.355900845,0,0,0.384943918,3.41581456,0,0,0.790006979,0,5.442142888,7.8044,0,0,0,0,0,0.371222104,1.325898183,0,1.149480807,1,7.873473041,8.066994666,12.83460088,27.18939394,23.1021149,20.0530303,2.140749602,1.863646377,2.573726403,68.45714286,102.5,33.95,68.55,-25.5,691.2,14.41058039,21.60843681,0.667724868,0.055555556,0,0,2,0,3.5,65,34,2.014339491,48
macae_B35,macae,mu1.5k0.5,1.5,0.5,4.51,0.05,b,1000,22,42.5,2779.673,7.09,27.5,2.455,6.43,-22.2,701016.5425,NA,NA,NA,NA,NA,170,150,NA,NA,31.24162208,0.118986917,52.4,6.4,0.54,6.49,35.71096774,11998421.88,NA,NA,NA,NA,NA,50,40,NA,NA,690,720,48.39348123,0.433826572,NA,0.719607843,NA,0.719607843,1,1.500124356,1.541403273,9.305742805,0.796369931,0,2.440509795,2.958793383,91,61,321,11,0,16,21,1.527600354,0.726779915,16.24644926,0.042114018,93,7,419,2,1.893732039,8.53231973,0,7.528,0,0.042114018,0.546777756,0,0,0,0,0,0,1.065261726,1.454591711,0.042114018,1.094596159,1.959076751,0,0,0,0,0,0,0,0,0,0,0.546777756,0,0,0,7.528,0,0,0,0,0,0,0,1.893732039,0,0,0,0,2.958793383,0,0,0,0,0,1.021587516,0,0,1.094596159,1.541403273,0,0,0.800575636,0,5.576999008,7.528,0,0,0,0,0,0.433004195,0.546777756,0,0.042114018,2,10.13286166,7.528428691,12.25073378,29.37878788,23.83469697,20.21212121,2.976911934,1.794378165,2.476133161,76.11349206,108.35,39.8,68.55,-50.55,641.45,18.04310005,23.98163473,0.704177637,0.142857143,0,0,5,0,9,65,23,1.569714372,95
