"","site_brom.id","site","mu","k","species","abundance","biomass","key","name0","Domain","Kingdom","Phyllum","Sub.Phyllum","class","Sub.Class","ord","subord","family","subfamily","genus","species.y","name1","name2","name3","realm","functional_group","micro_macro","predation","BS1","BS2","BS3","BS4","BS5","AS1","AS2","AS3","AS4","RE1","RE2","RE3","RE4","RE5","RE6","RE7","RE8","DM1","DM2","RF1","RF2","RF3","RF4","RM1","RM2","RM3","RM4","RM5","LO1","LO2","LO3","LO4","LO5","LO6","LO7","FD1","FD2","FD3","FD4","FD5","FD6","FD7","FD8","FG1","FG2","FG3","FG4","FG5","FG6"
"574","cardoso_DEC31","cardoso",0.2,0.5,"Diptera.517",11,1.30625,"k295","Culex (Mcx.) sp1","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae","Culex","(Microculex) imitator",NA,NA,NA,"aquatic","filter.feeder","macro","prey",0,3,0,0,0,2,3,3,0,0,0,0,1,3,1,1,0,1,3,0,0,2,0,0,0,0,3,0,0,2,3,0,0,0,0,3,2,0,3,0,0,0,0,2,0,0,3,0,0
"575","cardoso_DEC31","cardoso",0.2,0.5,"Diptera.524",1,0.0933333333333333,"k484","DPT - IC14","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Stratiomyidae",NA,NA,NA,NA,NA,NA,"aquatic",NA,"macro",NA,0,0,3,0,0,0,3,2,0,2,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,3,0,0,0,0,2,0,0,2,0,0
"576","cardoso_DEC31","cardoso",0.2,0.5,"Diptera.526",4,2.15017543859649,"k536","DPT - IC16","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Tipulidae",NA,NA,NA,NA,NA,NA,"aquatic",NA,"macro",NA,0,0,0,3,0,3,3,1,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,1,3,0,3,0,0,0,0,0,3,0,0,1,1,3,0,1,0,0,1,1,3,0,0,0,1
"577","cardoso_DEC31","cardoso",0.2,0.5,"Diptera.534",1,13.2,"k489","SYP - IC5","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae","Eristalinae","Lejops","barbiellinii",NA,NA,NA,NA,NA,"macro",NA,0,3,0,0,0,1,3,2,0,0,0,0,3,0,0,0,0,0,3,0,0,1,2,0,0,0,3,0,0,1,0,3,1,0,0,3,2,2,2,0,2,0,0,2,1,0,3,0,0
"578","cardoso_DEC31","cardoso",0.2,0.5,"Diptera.80",29,1.57428571428571,"k225","Chironomus aff. detriticula","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae","Chironominae","Chironomus",NA,NA,NA,NA,"aquatic","gatherer","macro","prey",0,0,0,3,0,3,3,3,0,0,0,0,2,2,0,0,0,3,1,1,0,1,2,3,3,0,0,0,0,0,0,3,1,0,3,2,3,1,3,0,0,0,0,1,0,1,3,0,0
"579","cardoso_DEC31","cardoso",0.2,0.5,"Diptera.88",17,1.21428571428571,"k284","Corethrella sp. 1","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Corethrellidae","Corethrellinae","Corethrella",NA,NA,NA,NA,"aquatic","engulfer","macro","predator",0,3,0,0,0,3,3,3,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
"580","cardoso_DEC31","cardoso",0.2,0.5,"Haplotaxida.1",1,0.0569620253164556,"k597","Tubificidae sp.","Eukaryota","Animalia","Annelida",NA,"Clitellata","Oligochaeta","Haplotaxida","Tubificina","Naididae",NA,NA,NA,NA,NA,NA,"aquatic","gatherer","macro","prey",0,0,0,3,1,3,3,0,3,0,2,1,0,0,0,0,3,3,0,0,3,0,0,3,3,0,0,0,0,0,2,0,0,1,0,1,2,0,2,0,0,0,0,3,0,1,0,0,0
"581","cardoso_DEC31","cardoso",0.2,0.5,"Hirudinea.4",3,0.680000000000001,"k614","Hirudinea sp.","Eukaryota","Animalia","Annelida",NA,"Clitellata","Hirudinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic","engulfer","macro","predator",0,0,0,0,3,3,3,0,3,0,0,0,3,0,0,0,0,2,0,0,3,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
"582","cardoso_DEC31","cardoso",0.2,0.5,"Odonata.5",4,4.03156449573812,"k630","Leptagrion andromache","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zygoptera","Coenagrionidae",NA,"Leptagrion","andromache",NA,NA,NA,"aquatic","engulfer","macro","predator",0,0,0,3,0,2,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,1,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,3
"583","cardoso_DEC31","cardoso",0.2,0.5,"Trichoptera.1",1,0.25,"k675","Phylloicus bromeliarum","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Trichoptera","Integripalpia","Calamoceratidae","Calamoceratinae","Phylloicus","bromeliarum",NA,NA,NA,"aquatic","shredder","macro","prey",0,0,3,0,0,1,3,3,0,0,0,0,3,0,0,0,0,0,3,0,0,1,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0
"584","cardoso_DEC32","cardoso",0.4,0.5,"Coleoptera.34",3,1.35,"k65","Scirtes sp. 1","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Scirtidae",NA,NA,NA,NA,NA,NA,"aquatic","scraper","macro","prey",0,0,3,0,0,3,3,0,0,0,0,0,3,1,0,3,0,0,3,0,0,0,3,1,0,3,3,0,0,0,0,3,0,1,0,3,3,3,0,0,0,0,0,0,2,3,0,0,0
"585","cardoso_DEC32","cardoso",0.4,0.5,"Coleoptera.35",31,13.95,"k66","Scirtes sp. 2","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Scirtidae",NA,NA,NA,NA,NA,NA,"aquatic","scraper","macro","prey",0,0,3,0,0,3,3,0,0,0,0,0,3,1,0,3,0,0,3,0,0,0,3,1,0,3,3,0,0,0,0,3,0,1,0,3,3,3,0,0,0,0,0,0,2,3,0,0,0
"586","cardoso_DEC32","cardoso",0.4,0.5,"Diptera.130",2,0.05,"k408","Empididae sp. 1","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Empididae",NA,NA,NA,NA,NA,NA,"aquatic","piercer","macro","predator",0,3,0,0,0,0,3,3,0,2,0,0,3,0,0,3,0,0,3,0,0,0,3,0,3,0,3,0,0,0,0,1,3,0,0,0,0,0,0,0,3,3,2,0,0,0,0,3,2
"587","cardoso_DEC32","cardoso",0.4,0.5,"Diptera.137",15,0.36,"k418","Ephydridae sp. 1","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Ephydridae",NA,NA,NA,NA,NA,NA,"aquatic",NA,"macro",NA,0,3,0,0,0,2,2,2,0,2,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,1,3,0,0,2,3,3,3,3,1,1,0,1,3,0,3,2,0
"588","cardoso_DEC32","cardoso",0.4,0.5,"Diptera.175",70,0.466666666666667,"k214","Monopelopia aff. caraguata","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae","Tanypodinae","Monopelopia",NA,NA,NA,NA,"aquatic","engulfer","macro","predator",0,0,3,0,0,3,3,3,0,0,0,0,3,1,1,0,0,3,1,1,0,1,2,3,1,0,0,0,0,0,2,3,0,0,0,1,1,0,1,0,0,1,3,1,0,0,0,3,3
"589","cardoso_DEC32","cardoso",0.4,0.5,"Diptera.191",23,0.0958333333333334,"k216","Orthocladiinae sp.1","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae","Orthocladiinae",NA,NA,NA,NA,NA,"aquatic","gatherer","macro","prey",0,0,3,0,0,3,3,3,0,0,0,0,2,2,0,0,1,3,1,1,0,1,2,3,1,0,0,0,0,0,0,3,1,1,1,3,3,1,3,0,0,0,0,2,2,2,2,0,0
"590","cardoso_DEC32","cardoso",0.4,0.5,"Diptera.20",5,0.096153846153846,"k147","Bezzia sp. 1","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae","Bezzia",NA,NA,NA,NA,"aquatic","piercer","macro","predator",0,0,3,0,0,3,3,3,0,0,0,0,2,2,0,0,0,0,2,0,0,2,0,3,3,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
"591","cardoso_DEC32","cardoso",0.4,0.5,"Diptera.206",74,2.97922077922078,"k217","Polypedilum marcondesi","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae","Chironominae","Polypedilum","marcondesi",NA,NA,NA,"aquatic","gatherer","macro","prey",0,0,3,0,0,3,3,3,0,0,0,0,1,3,1,0,0,3,1,1,0,1,2,3,1,0,0,0,0,0,0,3,1,1,3,3,3,1,3,1,0,0,0,1,0,1,3,0,0
"592","cardoso_DEC32","cardoso",0.4,0.5,"Diptera.207",36,2.4,"k218","Polypedilum kaingang","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae","Chironominae","Polypedilum","kaingang",NA,NA,NA,"aquatic","gatherer","macro","prey",0,0,3,0,0,3,3,3,0,0,0,0,1,3,1,0,0,3,1,1,0,1,2,3,1,0,0,0,0,0,0,3,1,1,3,3,3,1,3,1,0,0,0,1,0,1,3,0,0
"593","cardoso_DEC32","cardoso",0.4,0.5,"Diptera.236",1,0.00588235294117647,"k219","Stenochironomus atlanticus","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae","Chironominae","Stenochironomus","atlanticus",NA,NA,NA,"aquatic","gatherer","macro","prey",0,0,3,0,0,3,3,3,0,0,0,0,2,2,0,0,0,3,1,1,0,1,2,3,1,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0
"594","cardoso_DEC32","cardoso",0.4,0.5,"Diptera.263",11,0.0523809523809524,"k220","Tanytarsus sp. 1","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae","Chironominae","Tanytarsus",NA,NA,NA,NA,"aquatic","gatherer","macro","prey",0,0,3,0,0,3,3,3,0,0,1,0,3,0,0,0,1,3,1,1,0,1,2,3,1,0,0,0,0,0,0,3,2,0,3,3,3,1,3,0,1,0,0,1,0,1,3,0,0
"595","cardoso_DEC32","cardoso",0.4,0.5,"Diptera.293",6,3.22526315789474,"k566","Trentepohlia sp. 1","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Limoniidae","Limoniinae","Trentepohlia",NA,"Tipulid sp. A (grey)",NA,NA,"aquatic","shredder","macro","prey",0,0,0,3,0,3,3,1,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,1,3,0,3,0,0,0,0,0,3,0,0,0,0,3,0,1,0,0,0,0,3,0,0,0,0
"596","cardoso_DEC32","cardoso",0.4,0.5,"Diptera.503",25,0.357142857142858,"k181","CHR - IC1","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae","Orthocladiinae","Corynoneura",NA,NA,NA,NA,"aquatic",NA,"macro",NA,0,3,0,0,0,3,3,3,0,0,0,0,2,2,0,0,1,3,1,1,0,1,2,3,1,0,0,0,0,0,0,3,1,1,1,3,3,1,3,0,0,0,0,2,2,2,2,0,0
"597","cardoso_DEC32","cardoso",0.4,0.5,"Diptera.505",3,0.120779220779221,"k186","CHR - IC13","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae","Chironominae","Polypedilum",NA,NA,NA,NA,"aquatic","gatherer","macro","prey",0,3,0,0,0,3,3,3,0,0,0,0,1,3,1,0,0,3,1,1,0,1,2,3,1,0,0,0,0,0,0,3,1,1,3,3,3,1,3,1,0,0,0,1,0,1,3,0,0
"598","cardoso_DEC32","cardoso",0.4,0.5,"Diptera.508",1,0.0714285714285714,"k276","CRT - IC4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Corethrellidae","Corethrellinae","Corethrella",NA,NA,NA,NA,"aquatic","engulfer","macro",NA,0,3,0,0,0,3,3,3,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
"599","cardoso_DEC32","cardoso",0.4,0.5,"Diptera.509",4,0.0769230769230768,"k127","CTP - IC11","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae","Culicoides",NA,NA,NA,NA,"aquatic",NA,"macro",NA,0,0,3,0,0,3,3,3,0,0,0,0,2,2,0,0,0,0,2,2,0,3,1,3,3,0,0,0,0,0,3,2,3,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,3
"600","cardoso_DEC32","cardoso",0.4,0.5,"Diptera.511",8,0.0533333333333334,"k79","CTP - IC2","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae","Atrichopogon",NA,NA,NA,NA,"aquatic","gatherer","macro","prey",0,3,0,0,0,3,3,3,0,0,0,1,3,0,0,0,0,0,2,1,0,1,2,3,3,0,0,0,0,0,3,2,1,0,0,3,1,0,3,0,0,0,0,3,0,1,0,0,0
"601","cardoso_DEC32","cardoso",0.4,0.5,"Diptera.512.",1,0.00666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","cardoso_DEC32","cardoso",0.4,0.5,"Diptera.513",1,0.00833333333333333,"k81","CTP - IC6","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae","Atrichopogon",NA,NA,NA,NA,"aquatic","gatherer","macro","prey",0,3,0,0,0,3,3,3,0,0,0,1,3,0,0,0,0,0,2,1,0,1,2,3,3,0,0,0,0,0,3,2,1,0,0,3,1,0,3,0,0,0,0,3,0,1,0,0,0
"603","cardoso_DEC32","cardoso",0.4,0.5,"Diptera.515",3,0.0230769230769231,"k83","CTP - IC10","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae","Atrichopogon",NA,NA,NA,NA,"aquatic","gatherer","macro","prey",0,3,0,0,0,3,3,3,0,0,0,1,3,0,0,0,0,0,2,1,0,1,2,3,3,0,0,0,0,0,3,2,1,0,0,3,1,0,3,0,0,0,0,3,0,1,0,0,0
"604","cardoso_DEC32","cardoso",0.4,0.5,"Diptera.517",23,2.73125,"k295","Culex (Mcx.) sp1","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae","Culex","(Microculex) imitator",NA,NA,NA,"aquatic","filter.feeder","macro","prey",0,3,0,0,0,2,3,3,0,0,0,0,1,3,1,1,0,1,3,0,0,2,0,0,0,0,3,0,0,2,3,0,0,0,0,3,2,0,3,0,0,0,0,2,0,0,3,0,0
"605","cardoso_DEC32","cardoso",0.4,0.5,"Diptera.521",1,0.0933333333333333,"k116","DPT - IC6","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Cecidomyiidae",NA,NA,NA,NA,NA,NA,NA,"piercer","macro","predator",0,3,0,0,0,1,3,1,0,0,0,0,1,0,0,1,0,3,1,0,0,0,3,1,0,0,3,0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0
"606","cardoso_DEC32","cardoso",0.4,0.5,"Diptera.522",1,0.0933333333333333,"k117","DPT - IC8","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Cecidomyiidae",NA,NA,NA,NA,NA,NA,NA,"piercer","macro","predator",0,3,0,0,0,1,3,1,0,0,0,0,1,0,0,1,0,3,1,0,0,0,3,1,0,0,3,0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0
"607","cardoso_DEC32","cardoso",0.4,0.5,"Diptera.523",24,2.24,"k118","DPT - IC13","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Cecidomyiidae",NA,NA,NA,NA,NA,NA,NA,"piercer","macro","predator",0,3,0,0,0,1,3,1,0,0,0,0,1,0,0,1,0,3,1,0,0,0,3,1,0,0,3,0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0
"608","cardoso_DEC32","cardoso",0.4,0.5,"Diptera.526",1,0.537543859649123,"k536","DPT - IC16","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Tipulidae",NA,NA,NA,NA,NA,NA,"aquatic",NA,"macro",NA,0,0,0,3,0,3,3,1,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,1,3,0,3,0,0,0,0,0,3,0,0,1,1,3,0,1,0,0,1,1,3,0,0,0,1
"609","cardoso_DEC32","cardoso",0.4,0.5,"Diptera.8",2,26.4,"k504","aff.Copestylum sp.","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae","Eristalinae",NA,NA,NA,NA,NA,"aquatic","gatherer","macro","prey",0,3,0,0,0,1,3,2,0,0,0,0,3,0,0,0,0,0,3,0,0,1,2,0,0,0,3,0,0,1,0,3,1,0,0,3,2,2,2,0,2,0,0,2,1,0,3,0,0
"610","cardoso_DEC32","cardoso",0.4,0.5,"Diptera.80",20,1.08571428571429,"k225","Chironomus aff. detriticula","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae","Chironominae","Chironomus",NA,NA,NA,NA,"aquatic","gatherer","macro","prey",0,0,0,3,0,3,3,3,0,0,0,0,2,2,0,0,0,3,1,1,0,1,2,3,3,0,0,0,0,0,0,3,1,0,3,2,3,1,3,0,0,0,0,1,0,1,3,0,0
"611","cardoso_DEC32","cardoso",0.4,0.5,"Diptera.88",3,0.214285714285714,"k284","Corethrella sp. 1","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Corethrellidae","Corethrellinae","Corethrella",NA,NA,NA,NA,"aquatic","engulfer","macro","predator",0,3,0,0,0,3,3,3,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
"612","cardoso_DEC32","cardoso",0.4,0.5,"Diptera.91",3,0.35625,"k348","Culex (Microculex) Gr. Pleuristriatus spp.","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae","Culex",NA,NA,NA,NA,"aquatic","filter.feeder","macro","prey",0,0,3,0,0,3,3,3,0,0,0,0,1,3,1,1,0,1,3,0,0,2,0,0,0,0,3,0,0,2,3,0,0,0,0,3,2,0,3,0,0,0,0,2,0,0,3,0,0
"613","cardoso_DEC32","cardoso",0.4,0.5,"Haplotaxida.1",11,0.626582278481012,"k597","Tubificidae sp.","Eukaryota","Animalia","Annelida",NA,"Clitellata","Oligochaeta","Haplotaxida","Tubificina","Naididae",NA,NA,NA,NA,NA,NA,"aquatic","gatherer","macro","prey",0,0,0,3,1,3,3,0,3,0,2,1,0,0,0,0,3,3,0,0,3,0,0,3,3,0,0,0,0,0,2,0,0,1,0,1,2,0,2,0,0,0,0,3,0,1,0,0,0
"614","cardoso_DEC32","cardoso",0.4,0.5,"Hirudinea.4",12,2.72,"k614","Hirudinea sp.","Eukaryota","Animalia","Annelida",NA,"Clitellata","Hirudinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic","engulfer","macro","predator",0,0,0,0,3,3,3,0,3,0,0,0,3,0,0,0,0,2,0,0,3,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
"615","cardoso_DEC32","cardoso",0.4,0.5,"Nematoda.1",2,0.113924050632911,"k626","NMT - IC1","Eukaryota","Animalia","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic",NA,"macro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","cardoso_DEC32","cardoso",0.4,0.5,"Odonata.5",3,3.79150892432087,"k630","Leptagrion andromache","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zygoptera","Coenagrionidae",NA,"Leptagrion","andromache",NA,NA,NA,"aquatic","engulfer","macro","predator",0,0,0,3,0,2,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,1,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,3
"617","cardoso_DEC32","cardoso",0.4,0.5,"Ostracoda.4",9,0.421588594704685,"k655","Elpidium bromeliarum","Eukaryota","Animalia","Arthropoda","Crustacea","Ostracoda","Podocopa","Podocopida","Cytherocopina","Limnocytheridae","Timiriaseviinae","Elpidium","bromeliarum","Ostracoda.3",NA,NA,"aquatic","scraper","macro","prey",3,0,0,0,0,3,3,0,3,3,3,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,3,0,0,3,3,0,1,3,1,0,3,1,0,3,0,1
"618","cardoso_DEC34","cardoso",2,0.5,"Coleoptera.35",26,11.7,"k66","Scirtes sp. 2","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Scirtidae",NA,NA,NA,NA,NA,NA,"aquatic","scraper","macro","prey",0,0,3,0,0,3,3,0,0,0,0,0,3,1,0,3,0,0,3,0,0,0,3,1,0,3,3,0,0,0,0,3,0,1,0,3,3,3,0,0,0,0,0,0,2,3,0,0,0
"619","cardoso_DEC34","cardoso",2,0.5,"Diptera.137",9,0.216,"k418","Ephydridae sp. 1","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Ephydridae",NA,NA,NA,NA,NA,NA,"aquatic",NA,"macro",NA,0,3,0,0,0,2,2,2,0,2,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,1,3,0,0,2,3,3,3,3,1,1,0,1,3,0,3,2,0
"620","cardoso_DEC34","cardoso",2,0.5,"Diptera.175",111,0.74,"k214","Monopelopia aff. caraguata","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae","Tanypodinae","Monopelopia",NA,NA,NA,NA,"aquatic","engulfer","macro","predator",0,0,3,0,0,3,3,3,0,0,0,0,3,1,1,0,0,3,1,1,0,1,2,3,1,0,0,0,0,0,2,3,0,0,0,1,1,0,1,0,0,1,3,1,0,0,0,3,3
"621","cardoso_DEC34","cardoso",2,0.5,"Diptera.191",35,0.145833333333333,"k216","Orthocladiinae sp.1","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae","Orthocladiinae",NA,NA,NA,NA,NA,"aquatic","gatherer","macro","prey",0,0,3,0,0,3,3,3,0,0,0,0,2,2,0,0,1,3,1,1,0,1,2,3,1,0,0,0,0,0,0,3,1,1,1,3,3,1,3,0,0,0,0,2,2,2,2,0,0
"622","cardoso_DEC34","cardoso",2,0.5,"Diptera.206",65,2.61688311688312,"k217","Polypedilum marcondesi","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae","Chironominae","Polypedilum","marcondesi",NA,NA,NA,"aquatic","gatherer","macro","prey",0,0,3,0,0,3,3,3,0,0,0,0,1,3,1,0,0,3,1,1,0,1,2,3,1,0,0,0,0,0,0,3,1,1,3,3,3,1,3,1,0,0,0,1,0,1,3,0,0
"623","cardoso_DEC34","cardoso",2,0.5,"Diptera.207",66,4.4,"k218","Polypedilum kaingang","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae","Chironominae","Polypedilum","kaingang",NA,NA,NA,"aquatic","gatherer","macro","prey",0,0,3,0,0,3,3,3,0,0,0,0,1,3,1,0,0,3,1,1,0,1,2,3,1,0,0,0,0,0,0,3,1,1,3,3,3,1,3,1,0,0,0,1,0,1,3,0,0
"624","cardoso_DEC34","cardoso",2,0.5,"Diptera.263",17,0.0809523809523809,"k220","Tanytarsus sp. 1","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae","Chironominae","Tanytarsus",NA,NA,NA,NA,"aquatic","gatherer","macro","prey",0,0,3,0,0,3,3,3,0,0,1,0,3,0,0,0,1,3,1,1,0,1,2,3,1,0,0,0,0,0,0,3,2,0,3,3,3,1,3,0,1,0,0,1,0,1,3,0,0
"625","cardoso_DEC34","cardoso",2,0.5,"Diptera.293",2,1.07508771929825,"k566","Trentepohlia sp. 1","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Limoniidae","Limoniinae","Trentepohlia",NA,"Tipulid sp. A (grey)",NA,NA,"aquatic","shredder","macro","prey",0,0,0,3,0,3,3,1,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,1,3,0,3,0,0,0,0,0,3,0,0,0,0,3,0,1,0,0,0,0,3,0,0,0,0
"626","cardoso_DEC34","cardoso",2,0.5,"Diptera.30",1,0.0933333333333333,"k119","Cecidomyidae sp. 1","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Cecidomyiidae",NA,NA,NA,NA,NA,NA,"aquatic","piercer","macro","predator",0,3,0,0,0,1,3,1,0,0,0,0,1,0,0,1,0,3,1,0,0,0,3,1,0,0,3,0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0
"627","cardoso_DEC34","cardoso",2,0.5,"Diptera.368",2,0.0571428571428572,"k462","Psychodid sp F+G (same species) 2008","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Psychodidae",NA,NA,NA,NA,NA,NA,"aquatic","gatherer","macro","prey",0,0,0,3,0,3,3,3,0,0,2,0,0,2,0,0,0,1,3,0,0,2,2,0,0,0,3,0,0,1,0,2,3,0,0,1,3,2,2,1,1,0,0,3,0,0,0,0,0
