site_brom.id,site,mu,k,bwg_name,abundance,biomass,species_id,domain,kingdom,phylum,subphylum,class,subclass,ord,subord,family,subfamily,tribe,genus,species,subspecies,functional_group,predation,realm,micro_macro,barcode
cardoso_DEC31,cardoso,0.2,0.5,Diptera.88,17,1.2142857142857137,4376,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Corethrellidae,Corethrellinae,NA,Corethrella,NA,NA,engulfer,predator,aquatic,macro,NA
cardoso_DEC31,cardoso,0.2,0.5,Haplotaxida.1,1,0.0569620253164556,6071,Eukaryota,Animalia,Annelida,NA,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC31,cardoso,0.2,0.5,Hirudinea.4,3,0.680000000000001,6171,Eukaryota,Animalia,Annelida,NA,Clitellata,Hirudinea,NA,NA,NA,NA,NA,NA,NA,NA,engulfer,predator,aquatic,macro,NA
cardoso_DEC31,cardoso,0.2,0.5,Odonata.5,4,4.031564495738122,6261,Eukaryota,Animalia,Arthropoda,NA,Insecta,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,NA,NA,Leptagrion,andromache,NA,engulfer,predator,aquatic,macro,NA
cardoso_DEC31,cardoso,0.2,0.5,Trichoptera.1,1,0.25,6496,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Trichoptera,Integripalpia,Calamoceratidae,Calamoceratinae,NA,Phylloicus,bromeliarum,NA,shredder,prey,aquatic,macro,NA
cardoso_DEC32,cardoso,0.4,0.5,Coleoptera.34,3,1.35,6356,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Scirtidae,NA,NA,NA,NA,NA,scraper,prey,aquatic,macro,NA
cardoso_DEC32,cardoso,0.4,0.5,Coleoptera.35,31,13.95,6411,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Scirtidae,NA,NA,NA,NA,NA,scraper,prey,aquatic,macro,NA
cardoso_DEC32,cardoso,0.4,0.5,Diptera.130,2,0.05,5056,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,Empididae,NA,NA,NA,NA,NA,piercer,predator,aquatic,macro,NA
cardoso_DEC32,cardoso,0.4,0.5,Diptera.137,15,0.36000000000000004,5111,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,Ephydridae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC32,cardoso,0.4,0.5,Diptera.175,70,0.4666666666666669,3991,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Tanypodinae,NA,Monopelopia,NA,NA,piercer,predator,aquatic,macro,NA
cardoso_DEC32,cardoso,0.4,0.5,Diptera.191,23,0.09583333333333342,4001,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Orthocladiinae,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC32,cardoso,0.4,0.5,Diptera.20,5,0.096153846153846,3621,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,NA,Bezzia,NA,NA,piercer,predator,aquatic,macro,NA
cardoso_DEC32,cardoso,0.4,0.5,Diptera.206,74,2.9792207792207823,4006,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,NA,Polypedilum,marcondesi,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC32,cardoso,0.4,0.5,Diptera.207,36,2.4000000000000012,4011,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,NA,Polypedilum,kaingang,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC32,cardoso,0.4,0.5,Diptera.236,1,0.0058823529411764705,4016,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,NA,Stenochironomus,atlanticus,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC32,cardoso,0.4,0.5,Diptera.263,11,0.052380952380952354,4026,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,NA,Tanytarsus,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC32,cardoso,0.4,0.5,Diptera.293,6,3.225263157894738,5906,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Limoniidae,Limoniinae,NA,Trentepohlia,NA,NA,shredder,prey,aquatic,macro,NA
cardoso_DEC32,cardoso,0.4,0.5,Diptera.503,25,0.35714285714285754,3811,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Orthocladiinae,NA,Corynoneura,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC32,cardoso,0.4,0.5,Diptera.505,3,0.1207792207792209,3831,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,NA,Polypedilum,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC32,cardoso,0.4,0.5,Diptera.508,1,0.0714285714285714,4331,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Corethrellidae,Corethrellinae,NA,Corethrella,NA,NA,engulfer,predator,aquatic,macro,NA
cardoso_DEC32,cardoso,0.4,0.5,Diptera.509,4,0.0769230769230768,3516,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,NA,Culicoides,NA,NA,piercer,predator,aquatic,macro,NA
cardoso_DEC32,cardoso,0.4,0.5,Diptera.511,8,0.05333333333333336,6606,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Forcipomyiinae,NA,Atrichopogon,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC32,cardoso,0.4,0.5,Diptera.513,1,0.00833333333333333,6621,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Forcipomyiinae,NA,Atrichopogon,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC32,cardoso,0.4,0.5,Diptera.515,3,0.02307692307692307,6631,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Forcipomyiinae,NA,Atrichopogon,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC32,cardoso,0.4,0.5,Diptera.517,23,2.73125,4436,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,(Microculex) imitator,NA,filter.feeder,prey,aquatic,macro,NA
cardoso_DEC32,cardoso,0.4,0.5,Diptera.526,1,0.537543859649123,5746,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Tipulidae,NA,NA,NA,NA,NA,shredder,prey,aquatic,macro,NA
cardoso_DEC32,cardoso,0.4,0.5,Diptera.8,2,26.4,5576,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,Syrphidae,Eristalinae,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC32,cardoso,0.4,0.5,Diptera.80,20,1.085714285714286,4051,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,NA,Chironomus,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC32,cardoso,0.4,0.5,Diptera.88,3,0.21428571428571416,4376,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Corethrellidae,Corethrellinae,NA,Corethrella,NA,NA,engulfer,predator,aquatic,macro,NA
cardoso_DEC32,cardoso,0.4,0.5,Diptera.91,3,0.35625,4726,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,NA,NA,filter.feeder,prey,aquatic,macro,NA
cardoso_DEC32,cardoso,0.4,0.5,Haplotaxida.1,11,0.6265822784810116,6071,Eukaryota,Animalia,Annelida,NA,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC32,cardoso,0.4,0.5,Hirudinea.4,12,2.720000000000004,6171,Eukaryota,Animalia,Annelida,NA,Clitellata,Hirudinea,NA,NA,NA,NA,NA,NA,NA,NA,engulfer,predator,aquatic,macro,NA
cardoso_DEC32,cardoso,0.4,0.5,Nematoda.1,2,0.1139240506329112,6236,Eukaryota,Animalia,Nematoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic,macro,NA
cardoso_DEC32,cardoso,0.4,0.5,Odonata.5,3,3.7915089243208673,6261,Eukaryota,Animalia,Arthropoda,NA,Insecta,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,NA,NA,Leptagrion,andromache,NA,engulfer,predator,aquatic,macro,NA
cardoso_DEC32,cardoso,0.4,0.5,Ostracoda.4,9,0.42158859470468457,6386,Eukaryota,Animalia,Arthropoda,Crustacea,Ostracoda,Podocopa,Podocopida,Cytherocopina,Limnocytheridae,Timiriaseviinae,NA,Elpidium,bromeliarum,NA,scraper,prey,aquatic,macro,NA
cardoso_DEC34,cardoso,2,0.5,Coleoptera.35,26,11.700000000000001,6411,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Scirtidae,NA,NA,NA,NA,NA,scraper,prey,aquatic,macro,NA
cardoso_DEC34,cardoso,2,0.5,Diptera.137,9,0.216,5111,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,Ephydridae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC34,cardoso,2,0.5,Diptera.175,111,0.7400000000000004,3991,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Tanypodinae,NA,Monopelopia,NA,NA,piercer,predator,aquatic,macro,NA
cardoso_DEC34,cardoso,2,0.5,Diptera.191,35,0.14583333333333345,4001,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Orthocladiinae,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC34,cardoso,2,0.5,Diptera.206,65,2.6168831168831193,4006,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,NA,Polypedilum,marcondesi,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC34,cardoso,2,0.5,Diptera.207,66,4.400000000000002,4011,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,NA,Polypedilum,kaingang,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC34,cardoso,2,0.5,Diptera.263,17,0.08095238095238091,4026,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,NA,Tanytarsus,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC34,cardoso,2,0.5,Diptera.293,2,1.075087719298246,5906,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Limoniidae,Limoniinae,NA,Trentepohlia,NA,NA,shredder,prey,aquatic,macro,NA
cardoso_DEC34,cardoso,2,0.5,Diptera.30,1,0.0933333333333333,3471,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Cecidomyiidae,NA,NA,NA,NA,NA,piercer,prey,aquatic,macro,NA
cardoso_DEC34,cardoso,2,0.5,Diptera.368,2,0.057142857142857204,5351,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Psychodidae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC34,cardoso,2,0.5,Diptera.370,1,14.3,5691,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,Tabanidae,NA,NA,NA,NA,NA,piercer,predator,aquatic,macro,NA
cardoso_DEC34,cardoso,2,0.5,Diptera.503,18,0.2571428571428574,3811,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Orthocladiinae,NA,Corynoneura,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC34,cardoso,2,0.5,Diptera.505,4,0.1610389610389612,3831,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,NA,Polypedilum,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC34,cardoso,2,0.5,Diptera.508,16,1.1428571428571423,4331,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Corethrellidae,Corethrellinae,NA,Corethrella,NA,NA,engulfer,predator,aquatic,macro,NA
cardoso_DEC34,cardoso,2,0.5,Diptera.511,1,0.00666666666666667,6606,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Forcipomyiinae,NA,Atrichopogon,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC34,cardoso,2,0.5,Diptera.517,3,0.35625,4436,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,(Microculex) imitator,NA,filter.feeder,prey,aquatic,macro,NA
cardoso_DEC34,cardoso,2,0.5,Diptera.524,1,0.0933333333333333,5466,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,Stratiomyidae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC34,cardoso,2,0.5,Diptera.80,16,0.8685714285714289,4051,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,NA,Chironomus,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC34,cardoso,2,0.5,Diptera.88,3,0.21428571428571416,4376,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Corethrellidae,Corethrellinae,NA,Corethrella,NA,NA,engulfer,predator,aquatic,macro,NA
cardoso_DEC34,cardoso,2,0.5,Diptera.91,1,0.11875,4726,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,NA,NA,filter.feeder,prey,aquatic,macro,NA
cardoso_DEC34,cardoso,2,0.5,Haplotaxida.1,11,0.6265822784810116,6071,Eukaryota,Animalia,Annelida,NA,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC34,cardoso,2,0.5,Nematoda.1,1,0.0569620253164556,6236,Eukaryota,Animalia,Nematoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic,macro,NA
cardoso_DEC34,cardoso,2,0.5,Odonata.5,1,3.3113977814863564,6261,Eukaryota,Animalia,Arthropoda,NA,Insecta,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,NA,NA,Leptagrion,andromache,NA,engulfer,predator,aquatic,macro,NA
cardoso_DEC34,cardoso,2,0.5,Odonata.7,1,0.07451158530414419,6271,Eukaryota,Animalia,Arthropoda,NA,Insecta,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,NA,NA,Leptagrion,elongatum,NA,engulfer,predator,aquatic,macro,NA
cardoso_DEC34,cardoso,2,0.5,Odonata.8,1,0.14324016090253403,6536,Eukaryota,Animalia,Arthropoda,NA,Insecta,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,NA,NA,Leptagrion,macrurum,NA,engulfer,predator,aquatic,macro,NA
cardoso_DEC34,cardoso,2,0.5,Oligochaeta.18,5,0.284810126582278,6366,Eukaryota,Animalia,Annelida,NA,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC34,cardoso,2,0.5,Trichoptera.1,1,0.25,6496,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Trichoptera,Integripalpia,Calamoceratidae,Calamoceratinae,NA,Phylloicus,bromeliarum,NA,shredder,prey,aquatic,macro,NA
cardoso_DEC35,cardoso,2.5,2,Coleoptera.35,14,6.3,6411,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Scirtidae,NA,NA,NA,NA,NA,scraper,prey,aquatic,macro,NA
cardoso_DEC35,cardoso,2.5,2,Diptera.130,6,0.15000000000000002,5056,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,Empididae,NA,NA,NA,NA,NA,piercer,predator,aquatic,macro,NA
cardoso_DEC35,cardoso,2.5,2,Diptera.137,1,0.024,5111,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,Ephydridae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC35,cardoso,2.5,2,Diptera.175,126,0.8400000000000005,3991,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Tanypodinae,NA,Monopelopia,NA,NA,piercer,predator,aquatic,macro,NA
cardoso_DEC35,cardoso,2.5,2,Diptera.191,33,0.13750000000000012,4001,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Orthocladiinae,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC35,cardoso,2.5,2,Diptera.206,18,0.7246753246753254,4006,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,NA,Polypedilum,marcondesi,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC35,cardoso,2.5,2,Diptera.207,1,0.0666666666666667,4011,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,NA,Polypedilum,kaingang,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC35,cardoso,2.5,2,Diptera.263,9,0.04285714285714284,4026,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,NA,Tanytarsus,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC35,cardoso,2.5,2,Diptera.293,5,2.687719298245615,5906,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Limoniidae,Limoniinae,NA,Trentepohlia,NA,NA,shredder,prey,aquatic,macro,NA
cardoso_DEC35,cardoso,2.5,2,Diptera.351,2,0.0057142857142857195,4031,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Orthocladiinae,NA,Limnophyes,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC35,cardoso,2.5,2,Diptera.503,56,0.8000000000000008,3811,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Orthocladiinae,NA,Corynoneura,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC35,cardoso,2.5,2,Diptera.511,5,0.03333333333333335,6606,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Forcipomyiinae,NA,Atrichopogon,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC35,cardoso,2.5,2,Diptera.515,5,0.03846153846153845,6631,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Forcipomyiinae,NA,Atrichopogon,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC35,cardoso,2.5,2,Diptera.517,2,0.2375,4436,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,(Microculex) imitator,NA,filter.feeder,prey,aquatic,macro,NA
cardoso_DEC35,cardoso,2.5,2,Diptera.80,4,0.21714285714285722,4051,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,NA,Chironomus,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC35,cardoso,2.5,2,Diptera.88,19,1.3571428571428565,4376,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Corethrellidae,Corethrellinae,NA,Corethrella,NA,NA,engulfer,predator,aquatic,macro,NA
cardoso_DEC35,cardoso,2.5,2,Diptera.91,1,0.11875,4726,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,NA,NA,filter.feeder,prey,aquatic,macro,NA
cardoso_DEC35,cardoso,2.5,2,Haplotaxida.1,21,1.1962025316455676,6071,Eukaryota,Animalia,Annelida,NA,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC35,cardoso,2.5,2,Hirudinea.4,2,0.45333333333333403,6171,Eukaryota,Animalia,Annelida,NA,Clitellata,Hirudinea,NA,NA,NA,NA,NA,NA,NA,NA,engulfer,predator,aquatic,macro,NA
cardoso_DEC35,cardoso,2.5,2,Nematoda.1,1,0.0569620253164556,6236,Eukaryota,Animalia,Nematoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic,macro,NA
cardoso_DEC35,cardoso,2.5,2,Odonata.5,1,3.3113977814863564,6261,Eukaryota,Animalia,Arthropoda,NA,Insecta,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,NA,NA,Leptagrion,andromache,NA,engulfer,predator,aquatic,macro,NA
cardoso_DEC35,cardoso,2.5,2,Ostracoda.4,1,0.0468431771894094,6386,Eukaryota,Animalia,Arthropoda,Crustacea,Ostracoda,Podocopa,Podocopida,Cytherocopina,Limnocytheridae,Timiriaseviinae,NA,Elpidium,bromeliarum,NA,scraper,prey,aquatic,macro,NA
cardoso_DEC35,cardoso,2.5,2,Trichoptera.1,1,0.25,6496,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Trichoptera,Integripalpia,Calamoceratidae,Calamoceratinae,NA,Phylloicus,bromeliarum,NA,shredder,prey,aquatic,macro,NA
cardoso_DEC36,cardoso,0.1,1,Coleoptera.34,12,5.4,6356,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Scirtidae,NA,NA,NA,NA,NA,scraper,prey,aquatic,macro,NA
cardoso_DEC36,cardoso,0.1,1,Coleoptera.35,50,22.5,6411,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Scirtidae,NA,NA,NA,NA,NA,scraper,prey,aquatic,macro,NA
cardoso_DEC36,cardoso,0.1,1,Diptera.130,1,0.025,5056,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,Empididae,NA,NA,NA,NA,NA,piercer,predator,aquatic,macro,NA
cardoso_DEC36,cardoso,0.1,1,Diptera.137,6,0.14400000000000002,5111,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,Ephydridae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC36,cardoso,0.1,1,Diptera.175,141,0.9400000000000005,3991,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Tanypodinae,NA,Monopelopia,NA,NA,piercer,predator,aquatic,macro,NA
cardoso_DEC36,cardoso,0.1,1,Diptera.179,1,0.0933333333333333,5221,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic,macro,NA
cardoso_DEC36,cardoso,0.1,1,Diptera.191,3,0.012500000000000011,4001,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Orthocladiinae,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC36,cardoso,0.1,1,Diptera.20,2,0.0384615384615384,3621,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,NA,Bezzia,NA,NA,piercer,predator,aquatic,macro,NA
cardoso_DEC36,cardoso,0.1,1,Diptera.206,174,7.005194805194812,4006,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,NA,Polypedilum,marcondesi,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC36,cardoso,0.1,1,Diptera.207,55,3.6666666666666683,4011,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,NA,Polypedilum,kaingang,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC36,cardoso,0.1,1,Diptera.263,30,0.1428571428571428,4026,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,NA,Tanytarsus,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC36,cardoso,0.1,1,Diptera.293,7,3.762807017543861,5906,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Limoniidae,Limoniinae,NA,Trentepohlia,NA,NA,shredder,prey,aquatic,macro,NA
cardoso_DEC36,cardoso,0.1,1,Diptera.351,11,0.03142857142857146,4031,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Orthocladiinae,NA,Limnophyes,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC36,cardoso,0.1,1,Diptera.364,9,0.2571428571428574,5326,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Psychodidae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC36,cardoso,0.1,1,Diptera.365,1,0.028571428571428602,5331,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Psychodidae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC36,cardoso,0.1,1,Diptera.503,19,0.27142857142857174,3811,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Orthocladiinae,NA,Corynoneura,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC36,cardoso,0.1,1,Diptera.506,10,0.14285714285714302,3806,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,NA,Chironomus,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC36,cardoso,0.1,1,Diptera.513,1,0.00833333333333333,6621,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Forcipomyiinae,NA,Atrichopogon,NA,NA,gatherer,prey,aquatic,macro,NA
cardoso_DEC36,cardoso,0.1,1,Diptera.517,19,2.25625,4436,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,(Microculex) imitator,NA,filter.feeder,prey,aquatic,macro,NA
